classid,market_hash_name,type,icon_url
1989275999,Sealed Graffiti | X-Axes (Princess Pink),Base Grade Graffiti,https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0oPqID0v0ejjXPCTdUgprGbMPN2ve_GWg5LuRRDrOFOt_RApXf_NVoGFANciLakNr0YMKqDz2h0p6WBUnfspUfRq33n0DPaR4kSVHc5wDMioLvyI
5136977003,2023 Service Medal,Extraordinary Collectible,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai2l-lQ8ndwMWvJjSE4ERj_YTx1VTiRRz9ocSwr3Fk4-SiOepseKWRWmSUx79z6LVvFiqylkt14DyDm9j6eHqQag9yW5MjQeYOtUHujJS5YM7-cXn6
1989287213,Sealed Graffiti | Quickdraw (Desert Amber),Base Grade Graffiti,https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0pveDD3n4YzKKKyWJTAduS-cKNT2P_2Gg5ryUEDnBQ7ooFgoMLPACp2cdP8zcOxpsh5lLpWL-lEtxEQQlZ8lSeR-30ykSNOV2myVC0CuAHQ
5327976226,Sticker | FURIA | Paris 2023,High Grade Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjNqgJ3KEtwYnp8jy_0vuDxipzZfmpHoMv_H2PaVvd6LHXjCSmbgl5uMwG3yyzBgksTjSmNiqdimJLlh3Rji5ims
4302203396,Sticker | Vitality (Gold) | 2020 RMR,Extraordinary Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjNisJynHtwY64o7g62bgThH10JLhpCMNvPH7bKBvIfGVWWLGlrt157RsG3vglhxxsj6EzNb_eCmSOwQ-Sswnbl7DBQo
4614639254,Sticker | FURIA (Holo) | Stockholm 2021,Remarkable Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjNm1Onic7QQlpta77Ez1SCL5kZrvs3ULuKb6aqc0d6DBVzWSlrl04bcwG3HjzBgi5WrXzYmscHOeb1R1D8ZuBbldMH-MzUQ
4614639286,Sticker | G2 Esports (Holo) | Stockholm 2021,Remarkable Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjNm1Onic7QQlpta77QvYSRL9kdi4rXpd7aWtOP07daXFXWTEk7t0s7E5Fyy1wx50tW_SmdmseCnGOg4nFNIuEleK5G18
5199656176,Sticker | Infinite Triangle (Holo),Remarkable Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjMmuOHaC619h7dWkuAuoSBP3l5jp6Sdk--CnaapqLPWsBmiczqBwtbVrHivnwUUj4mrUmdiqIi2SOlN0C8R2FOAIsxa6wdS2PunitQbXlcsbmlt3fRZ3
5051655035,Sticker | Ninjas in Pyjamas (Gold) | Rio 2022,Extraordinary Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjNioOinHtwQ6-o7k1V7oTRm_zcPkq3cN6aX8P_M8eaaXVjCUl-h05uA-GS_rkEkisT_Wn9r8dH_GaRhgVMXjUHtWAw
3186046275,Sticker | FURIA (Holo) | Katowice 2019,Remarkable Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjMGgIXSA7FVwptelsxbhVA_4oZ7v8S0VtqT3P6c0JPaRDz_EwOsu5-U8SXjqxkp052jdnIyqJCmVOlN1DpAjRPlK7Ef24hHL1A
4302203051,Sticker | TYLOO (Foil) | 2020 RMR,Exotic Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjNisJynHtwY64J741V_oSBG_nJTlqnoI7quoPaE-IaPEWjPBwOgv5rQ8Gn_mlEty52vSzN_7Ii7BPRhgVMVlLNWgKA
4614639244,Sticker | Team Spirit (Holo) | Stockholm 2021,Remarkable Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjNm1Onic7QQlpta7-UnuUyL5kZrvsyNYv_CoaqFrJqGVWDDCxewu4-A7G3vhzBh04WmHw4n8JXPFP1NzW5RuBbldFz4cSfQ
4614639269,Sticker | FaZe Clan (Holo) | Stockholm 2021,Remarkable Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjNm1Onic7QQlpta77Fj9RCL5kZrvs3cCu6D3aaE4dfbCWGPEwugl6bI5HXzrl0l04WTRwtygJ3yVZwchDZZuBbldUGehGvU
1989302819,Sealed Graffiti | GGWP (Wire Blue),Base Grade Graffiti,https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0puWyTCa5ODKcLnfaGAoxHLYMNG-LrTCiseXBSjDIQuopRl1XePFQ9TVMb5yLOAx9itAdqGq0mFZwCxo8e9VKaVLtyHVGM--myQgPwg
5051655220,Sticker | Outsiders (Glitter) | Rio 2022,Remarkable Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjNioOinHtwQ6-5Lg1V7rSAnlm4SurSNZvvCsOvxsdvGXCmSRxesmsuJsGiqxkU0m5W2GmdavJ3mQb1dxDYwwG7CYupWVNg
5051655192,Sticker | Cloud9 (Glitter) | Rio 2022,Remarkable Sticker,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai0ki7VeTHjNioOinHtwQ6997L7VXuVQn0jNjmryNZ66aoP6c0cvKQWGHClLsntrExHXC1zRtz4jmByd2qd3uRbAUiFNIuEmvFGdn-
1989300011,Sealed Graffiti | Backstab (Desert Amber),Base Grade Graffiti,https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0qeODGEv1fSPQKjPfEEcmH7YINjvZqzfwseTHFDmYQe4vQFgEdacCoTZPP5uLOxtp0tRe_DHslAptEBFuccpKfx2233gHOK0p0XwTIJNRmnA7khBMLA
1989286467,Sealed Graffiti | 8-Ball (Bazooka Pink),Base Grade Graffiti,https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0qe6yGX3wYCPGLi3VUlttSuJeZzvZ_jr3s-idSj3BRLorRQoGeaZWozBNO8-ONhA_0tIM_DL2h0p6WBUnfspUfRq33n0DPaR4yiBEfclQ19bMeUY
1989279141,Sealed Graffiti | NaCl (Shark White),Base Grade Graffiti,https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0suOBCG25PjKdLnPaHV07GbRZM2GPrDf25eTCQ2mfRekoSwpXeKdR9GQfOpiIbQx9itAdqGq0mFZwCxo8e9VKaVK4m3dCMuyN8qykzg
4249616005,2021 Service Medal,Extraordinary Collectible,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai2l-lQ8ndwMWvJjSE4ERj_YTx1VTiRRz9ocSwr3Nk4-SiOeo7cKmWXWXCkehz6eRrF33hwUlz4TuGw9mhIHjEbwQpDcF2QOZYsxTtjJS5YKJItdoj
1989275831,Graffiti | Speechless (Shark White),Base Grade Graffiti,https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0pO-CI3blaT7KIyTKDxAwTOdYN2mNq2Wm47nFQGmaE-F4EAoBeqMD8mVIP8GAOEY40dRYqTC62VRzGVArfclJYgKuxmAaIbE8lSJDJpoBmN92qXDD
4354108672,Diamond Operation Broken Fang Coin,Extraordinary Collectible,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai2l-lQ8ndwMWvJjSY9VNn9ZP95VfYEE3Ojprh6StV-v_gavVueKjGWT_Axbgk5uA6TXu3xR8kt23dw46rIy6QbQdxX5dzQ-FesA74zIOsL8CSiQ
3715522363,2020 Service Medal,Extraordinary Collectible,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai2l-lQ8ndwMWvJjSE4ERj_YTx1VTiRRz9ocSwr3Jk4-SiOupseaHLCjTDx-gvsecxGS3ml0ohtj7Ty9ascXmfPFMmA5NxEO8ItBXpjJS5YLT-2ZlD
3134148842,2019 Service Medal,Extraordinary Collectible,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai2l-lQ8ndwMWvJjSE4ERj_YTx1VTiRRz9ocSwrHtk4-SiOeo5JqjACzfJlO934bkxGyrllEV_6z7Xmd2qJ3OUblQmApByQuEJ50a5jJS5YKbGWXGL
3117298605,10 Year Veteran Coin,Extraordinary Collectible,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai2l-lQ8ndwMWvJjTGtU9w9ZX35VDpD06pzJCypXJY6_SsP_M-c6PKWTCSle1w57FsHyiykER14WzRmIupdSmJLlh35U0JzaI
3106076676,Loyalty Badge,Extraordinary Collectible,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai2l-lQ8ndwMWvJjSH91948bj2613gRFPzypS1qSQJ6vesOPE8cfKSW2TGxLwmsuM9Si-xxE5-t2vXn9v9cn7GcEZ-Xbz0mydz
2664533628,2018 Service Medal,Extraordinary Collectible,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai2l-lQ8ndwMWvJjSE4ERj_YTx1VTiRRz9ocSwrHpk4-SiOeo5eaSVWzPExbhw5bExGS_kzBsi5GWEzdivI3yTPVMhCsEjTO4PshjpjJS5YDQ1HNEn
1989275158,Graffiti | QQ (Shark White),Base Grade Graffiti,https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0pO-CI3DyeyfFJjOXSF1tHrFfZG7fq2Hwt7iURT_AFeh4Eg9QevENpDJKO83aORQ9gNRe_iuomUM7HRkkfddLZQOvw2QfKOAmmSJDJprm9Jda8Q
1989270723,Graffiti | Loser (Battle Green),Base Grade Graffiti,https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0qeODGEv7ZyTBPW-KTQk5TrdZPG7Yqzbw7OWUQD7JRr0kEgBXKaNS8mJBO8-PbBI8gIAD5XW2kAJ-ERonYMhTfBuy2ngKbOp9kSVHdtTY9sAM
1989274104,Graffiti | Heart (Blood Red),Base Grade Graffiti,https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0qeeMDmC5bDbHf3aNHQk6TbMLZzrcqmH04ruQQz7PQe4tRQBXL6VV9TFPNJiAPwx9itAdqGq0mFZwCxo8e9VKaVK5myAXZblPlH3cdQ
778383679,5 Year Veteran Coin,Extraordinary Collectible,https://steamcommunity-a.akamaihd.net/economy/image/i0CoZ81Ui0m-9KwlBY1L_18myuGuq1wfhWSaZgMttyVfPaERSR0Wqmu7LAocGJai2l-lQ8ndwMWvJjTC_FN05oT741epGR73mMHmpXEO7aT2bfE9I_KVCDTGx7gj4LE5F3iykU504TvVnN7_JWXXMFEPozcG1w
